0	2.3.4
1	2.3.4-like
2	2.3.4.1
3	2.3.4.2
4	2.3.4.3

1	1|2008740528|A/Vietnam/HN31413/2008_{2.3.4.3}
2	1|2012705659|A/chicken/Bangladesh/3012/2011_{2.3.4.2}
3	1|CY029671|A/Muscovy_duck/Vietnam/39/2007_{2.3.4.2}
4	1|CY036053|A/scaly-breasted_munia/Hong_Kong/45/2007_{2.3.4}
5	1|CY036149|A/scaly-breasted_munia/Hong_Kong/2572/2007_{2.3.4.3}
6	1|CY040990|A/chicken/Laos/13/2008_{2.3.4}
7	2|CY098304|A/chicken/Lao/LH2/2010_{2.3.4.1}
8	1|CY098304|A/chicken/Lao/LH2/2010_{2.3.4.1}
9	1|CY098309|A/duck/Lao/6/2010_{2.3.4.2}
10	1|CY098366|A/duck/Lao/670/2010_{2.3.4.2}
11	1|CY098382|A/duck/Lao/961/2010_{2.3.4.2}
12	1|CY098460|A/duck/Lao/987/2010_{2.3.4.2}
13	1|CY098751|A/Hunan/2/2009_{2.3.4.1}
14	1|CY098806|A/environment/Guizhou/4/2009_{2.3.4.2}
15	1|DQ845348|A/duck/Laos/3295/2006_{2.3.4}
16	1|DQ992869|A/duck/Guangxi/5195/2005_{2.3.4}
17	1|DQ992906|A/goose/Guiyang/4006/2005_{2.3.4}
18	1|DQ993018|A/goose/Guiyang/765/2006_{2.3.4}
19	1|DQ993021|A/goose/Guiyang/1147/2006_{2.3.4}
20	1|DQ993052|A/goose/Guiyang/3283/2006_{2.3.4}
21	1|DQ993076|A/duck/Fujian/4005/2006_{2.3.4}
22	1|EPI_ISL_100268|A/duck/Vietnam/NCVD-462/2010_{2.3.4.1}
23	2|EPI_ISL_80597|A/chicken/Vietnam/NCVD-382/2009_{2.3.4-like}
24	1|EPI_ISL_80597|A/chicken/Vietnam/NCVD-382/2009_{2.3.4-like}
25	1|EPI_ISL_80602|A/chicken/Vietnam/NCVD-383/2009_{2.3.4.2}
26	1|EPI_ISL_80617|A/chicken/Vietnam/NCVD-188/2008_{2.3.4.3}
27	1|EPI_ISL_80624|A/chicken/Vietnam/NCVD-290/2009_{2.3.4.1}
28	1|EPI_ISL_80632|A/chicken/Vietnam/NCVD-400/2010_{2.3.4.1}
29	1|EPI_ISL_80649|A/chicken/Vietnam/NCVD-027/2008_{2.3.4.3}
30	5|EPI_ISL_80661|A/chicken/Vietnam/NCVD-008/2008_{2.3.4-like}
31	4|EPI_ISL_80661|A/chicken/Vietnam/NCVD-008/2008_{2.3.4-like}
32	3|EPI_ISL_80661|A/chicken/Vietnam/NCVD-008/2008_{2.3.4-like}
33	2|EPI_ISL_80661|A/chicken/Vietnam/NCVD-008/2008_{2.3.4-like}
34	1|EPI_ISL_80661|A/chicken/Vietnam/NCVD-008/2008_{2.3.4-like}
35	2|EPI_ISL_80669|A/muscovy_duck/Vietnam/NCVD-393/2009_{2.3.4-like}
36	1|EPI_ISL_80669|A/muscovy_duck/Vietnam/NCVD-393/2009_{2.3.4-like}
37	1|EPI_ISL_80689|A/duck/Vietnam/NCVD-375/2009_{2.3.4.1}
38	2|EPI_ISL_80691|A/duck/Vietnam/NCVD-374/2009_{2.3.4.1}
39	1|EPI_ISL_80691|A/duck/Vietnam/NCVD-374/2009_{2.3.4.1}
40	1|EPI_ISL_80711|A/duck/Vietnam/NCVD-343/2009_{2.3.4.1}
41	1|EPI_ISL_80712|A/duck/Vietnam/NCVD-287/2009_{2.3.4.1}
42	1|EPI_ISL_80714|A/duck/Vietnam/NCVD-422/2010_{2.3.4.1}
43	1|EPI_ISL_80737|A/duck/Vietnam/NCVD-94/2007_{2.3.4.3}
44	3|EPI_ISL_80744|A/duck/Vietnam/NCVD-009/2008_{2.3.4-like}
45	2|EPI_ISL_80744|A/duck/Vietnam/NCVD-009/2008_{2.3.4-like}
46	1|EPI_ISL_80744|A/duck/Vietnam/NCVD-009/2008_{2.3.4-like}
47	1|EPI_ISL_80747|A/duck/Vietnam/NCVD-110/2007_{2.3.4.3}
48	1|EPI_ISL_80753|A/avian/Vietnam/NCVD-133/2008_{2.3.4.3}
49	1|EU329177|A/wild_duck/Hunan/021/2005_{2.3.4}
50	1|FJ784844|A/duck/Henan/1647/2006_{2.3.4}
51	1|GU050413|A/duck/Phu_Tho/07-48/2007_{2.3.4.3}
52	1|GU050483|A/muscovy_duck/Ha_Nam/07-84/2007_{2.3.4.3}
53	1|GU050491|A/muscovy_duck/Son_La/07-85/2007_{2.3.4.3}
54	1|HM114577|A/Vietnam/UT31312II/2007_{2.3.4.3}
55	1|JN055363|A/chicken/Vietnam/18129/2009_{2.3.4.3}
56	2|JN795924|A/chicken/Bangladesh/11rs1984-30/2011_{2.3.4.2}
57	1|JN795924|A/chicken/Bangladesh/11rs1984-30/2011_{2.3.4.2}
58	1|JQ936687|A/chicken/Yangon/254/2010_{2.3.4.2}
59	1|JQ936719|A/chicken/Yangon/1023/2007_{2.3.4}
60	1|JQ936727|A/chicken/Shan/2626/2007_{2.3.4.2}
