-1825.28 -1248.35 -1733.42 -1839.63 -1603.35 -1900.62
-1823.91 -1246.68 -1731.08 -1838.04 -1601.32 -1897.97
-1815.95 -1248.67 -1728.38 -1839.08 -1603.74 -1900.98
-1768.41 -1232.94 -1701.65 -1838.90 -1569.79 -1853.28
-1769.44 -1232.78 -1696.18 -1839.18 -1569.56 -1852.78
-1748.15 -1232.81 -1696.18 -1808.66 -1560.39 -1819.94
-1705.60 -1218.49 -1674.14 -1759.61 -1529.19 -1781.25
-1716.04 -1245.93 -1905.46 -1619.18 -1534.84 -1789.19
-1729.99 -1252.88 -1909.07 -1626.61 -1540.77 -1800.19
-1883.03 -1232.81 -1723.45 -1600.83 -1540.86 -1815.29
-1879.06 -1236.91 -1723.67 -1601.88 -1541.41 -1821.28
-1815.04 -1211.11 -1677.25 -1572.57 -1509.76 -1770.56
-1874.45 -1222.91 -1698.16 -1582.00 -1522.77 -1793.26
-1870.10 -1208.25 -1669.47 -1564.68 -1503.45 -1760.34
-1842.46 -1204.31 -1668.21 -1553.39 -1498.99 -1759.24
-1872.34 -1202.56 -1662.52 -1558.13 -1498.99 -1748.50
-1839.81 -1197.71 -1655.14 -1546.68 -1489.39 -1737.18
-1854.90 -1191.00 -1637.30 -1540.23 -1480.53 -1725.01
-1853.44 -1190.40 -1636.22 -1543.08 -1482.11 -1725.14
-1864.46 -1198.57 -1658.73 -1557.81 -1497.54 -1746.10
-1869.20 -1200.94 -1659.87 -1555.41 -1496.57 -1744.54
-1872.93 -1237.25 -1725.41 -1641.53 -1576.24 -1863.65
-1919.49 -1275.15 -1792.49 -1756.48 -1661.75 -2001.54
-1917.29 -1236.02 -1723.88 -1686.23 -1599.06 -1913.64
-1862.04 -1286.48 -1771.10 -1702.06 -1634.45 -1973.77
-1856.96 -1265.77 -1794.99 -1722.21 -1690.90 -1933.41
-1856.96 -1265.77 -1794.99 -1722.21 -1690.90 -1933.41
-1846.33 -1268.53 -1806.27 -1710.63 -1667.14 -1925.50
-1846.33 -1268.53 -1806.27 -1710.63 -1667.14 -1925.50
-1845.46 -1270.72 -1804.64 -1710.20 -1675.16 -1924.76
-1845.46 -1270.72 -1804.64 -1710.20 -1675.16 -1924.76
-1872.27 -1273.81 -1749.69 -1723.07 -1632.60 -1996.27
-1790.11 -1238.19 -1704.01 -1661.19 -1574.52 -1952.12
-1763.22 -1204.98 -1641.98 -1622.46 -1542.61 -1969.50
-1736.48 -1238.03 -1856.59 -1638.51 -1568.94 -1810.26
-1520.00 -1067.59 -1506.86 -1399.74 -1376.48 -1572.77
-1520.00 -1067.59 -1506.86 -1399.74 -1376.48 -1572.77
-1499.49 -1063.59 -1483.89 -1444.68 -1342.40 -1549.22
-1499.49 -1063.59 -1483.89 -1444.68 -1342.40 -1549.22
-1518.09 -1066.56 -1485.64 -1383.17 -1349.71 -1599.55
-1779.61 -1291.66 -1913.32 -1677.80 -1583.65 -1869.51
-1668.38 -1206.75 -1825.29 -1563.02 -1485.79 -1726.23
-1690.79 -1222.86 -1866.27 -1581.94 -1502.29 -1737.49
-1656.85 -1214.83 -1867.95 -1570.39 -1492.21 -1722.53
-1687.42 -1228.78 -1893.51 -1585.27 -1505.61 -1751.41
-1798.26 -1225.77 -1683.22 -1658.88 -1573.71 -2009.94
-1824.93 -1237.50 -1715.59 -1690.24 -1599.48 -1984.71
-1806.26 -1230.40 -1696.19 -1664.63 -1578.51 -2011.25
-1657.00 -1217.53 -1862.32 -1565.45 -1489.56 -1721.74
-1685.79 -1232.35 -1890.55 -1591.02 -1506.23 -1750.28
-1760.83 -1374.35 -1795.32 -1674.98 -1563.96 -1889.65
-1760.83 -1374.35 -1795.32 -1674.98 -1563.96 -1889.65
-1760.83 -1374.35 -1795.32 -1674.98 -1563.96 -1889.65
-1609.30 -1200.00 -1804.68 -1515.36 -1455.09 -1658.42
-1688.42 -1233.25 -1902.24 -1598.79 -1519.44 -1761.32
-1720.36 -1245.62 -1887.73 -1622.00 -1538.94 -1795.81
-1691.55 -1232.16 -1899.45 -1596.52 -1520.21 -1760.77
-1766.53 -1270.24 -1676.87 -1659.42 -1554.84 -1949.16
-1795.26 -1242.35 -1713.05 -1664.78 -1578.40 -1956.25
-1817.02 -1268.21 -1720.77 -1687.79 -1597.96 -1975.45
-1928.70 -1240.25 -1728.69 -1698.95 -1605.24 -1920.32
-1801.93 -1157.45 -1576.23 -1521.26 -1455.19 -1700.98
-1529.05 -1164.91 -1758.86 -1428.88 -1380.94 -1582.80
-1782.14 -1232.21 -1694.78 -1833.09 -1574.88 -1874.25
-1797.28 -1225.43 -1682.61 -1658.45 -1574.59 -2007.35
-1804.08 -1226.85 -1684.20 -1659.00 -1575.01 -2005.53
-1864.04 -1255.77 -1747.64 -1718.63 -1625.50 -2013.40
-1797.65 -1227.47 -1689.51 -1656.72 -1570.54 -2005.04
