-1915.76 -2056.28 -1877.50 -2056.03
-1817.59 -1946.53 -1943.68 -2002.44
-1898.26 -2034.15 -1838.08 -2010.64
-1900.38 -2036.40 -1839.74 -2013.98
-1878.26 -2041.10 -1830.40 -1984.23
-1857.07 -2022.61 -1815.63 -1962.70
-1853.66 -2015.71 -1812.24 -1964.57
-1836.94 -1986.82 -1803.57 -1945.04
-1897.68 -2040.66 -1867.38 -2036.47
-1885.98 -2017.00 -1870.23 -2050.37
-1871.02 -2002.94 -1859.59 -2036.71
-1796.20 -1916.08 -1927.89 -1976.81
-1787.18 -1906.30 -1913.08 -1955.28
-1747.25 -1856.18 -1891.04 -1908.58
-1834.51 -1963.61 -1954.03 -2022.02
-1841.36 -1971.86 -1950.46 -2032.27
-1827.62 -1955.88 -1949.14 -2013.35
-1782.28 -1908.25 -1920.44 -1958.68
-1862.30 -1986.65 -1851.73 -2032.97
-1956.21 -1964.10 -1778.47 -1934.14
-1885.53 -2031.83 -1834.50 -2000.36
-1951.43 -1960.37 -1775.62 -1931.99
-1946.51 -1903.93 -1735.39 -1871.98
-1935.76 -1874.08 -1720.60 -1843.29
-1881.15 -2046.62 -1832.41 -1985.94
-1935.45 -1882.93 -1719.95 -1854.39
-1863.74 -2022.41 -1814.57 -1959.56
-1944.39 -1858.36 -1703.47 -1828.52
-1941.24 -1851.82 -1698.33 -1824.03
-1840.64 -1970.63 -1792.65 -1934.38
-1942.46 -1855.83 -1701.04 -1826.60
-1931.81 -1846.77 -1695.76 -1818.82
-1921.69 -1849.81 -1705.05 -1823.49
-1854.90 -2003.82 -1805.16 -1945.39
-1900.02 -1841.70 -1689.01 -1811.21
-1925.16 -1832.93 -1692.65 -1804.51
-1904.70 -1815.81 -1686.41 -1790.21
-1916.66 -2049.74 -1857.05 -2026.14
-1938.12 -1935.05 -1762.17 -1909.02
-1941.46 -1860.29 -1714.26 -1835.17
-1954.48 -1962.51 -1782.09 -1937.76
-1863.51 -1809.18 -1678.34 -1792.26
-1865.71 -2010.70 -1809.75 -1971.26
-1890.23 -1797.85 -1660.27 -1766.43
-1914.68 -1828.33 -1687.56 -1805.02
-1866.24 -1994.53 -1804.42 -1958.97
-1922.38 -2059.17 -1861.03 -2036.29
-1978.53 -1988.13 -1801.50 -1958.64
-1796.22 -1916.09 -1927.91 -1976.81
-1882.98 -2018.82 -1904.70 -2067.76
-1788.88 -1908.83 -1921.40 -1961.37
-1823.62 -1955.01 -1945.95 -2007.16
-1806.24 -1931.55 -1936.81 -1987.29
-1806.61 -1932.72 -1940.29 -1986.70
-1799.29 -1920.18 -1928.15 -1974.03
-1790.16 -1906.99 -1927.79 -1962.00
-1780.02 -1899.47 -1917.02 -1949.68
-1932.56 -1834.18 -1688.41 -1804.94
-1758.00 -1883.08 -1778.58 -1930.25
-1843.58 -1974.65 -1923.37 -2040.67
-1871.71 -2009.35 -1874.97 -2058.28
-1872.37 -2001.70 -1860.25 -2046.38
-1867.57 -2005.83 -1876.41 -2053.50
-1836.70 -1966.58 -1839.83 -2019.64
-1878.65 -2017.30 -1879.25 -2051.94
-1887.74 -2025.53 -1888.66 -2067.20
-1891.55 -2025.32 -1877.07 -2056.56
-1806.51 -1928.44 -1933.63 -1982.53
-1879.17 -2017.57 -1883.16 -2061.58
-1879.70 -2015.88 -1887.32 -2056.15
-1890.59 -2025.72 -1834.28 -2002.42
-1941.56 -1858.22 -1702.79 -1828.95
-1880.56 -2042.78 -1829.11 -1985.43
-1858.52 -2018.94 -1808.76 -1952.70
-1764.20 -1921.00 -1721.59 -1868.15
-1806.05 -1924.87 -1929.35 -1983.81
-1772.37 -1886.84 -1915.83 -1938.63
-1765.65 -1878.81 -1910.44 -1930.15
-1874.78 -2007.39 -1862.98 -2048.70
-1929.01 -2058.70 -1860.48 -2035.82
-1898.87 -2035.18 -1877.50 -2047.48
-1892.00 -2029.67 -1891.21 -2064.52
-1873.31 -2039.46 -1825.32 -1977.53
-1928.68 -1877.71 -1715.85 -1847.92
-1871.40 -2008.41 -1858.16 -2043.26
-1891.78 -2038.24 -1862.69 -2031.49
-1833.71 -1959.47 -1912.77 -2027.19
-1874.78 -2014.46 -1877.39 -2060.21
-1917.09 -2053.10 -1853.85 -2026.02
-1817.81 -1942.71 -1894.69 -2011.91
-1937.74 -1908.95 -1743.96 -1877.75
-1901.93 -1829.77 -1686.19 -1804.06
