-1946.69 -1950.38 -1516.12
-1941.22 -1867.17 -1524.45
-1826.83 -1980.39 -1484.84
-1905.39 -2069.31 -1533.89
-1943.24 -1946.24 -1513.76
-1939.40 -2042.56 -1544.88
-1915.53 -2065.86 -1538.01
-1763.48 -1916.36 -1423.15
-1845.71 -1863.74 -1596.89
-1845.71 -1863.74 -1596.89
-1895.44 -1995.45 -1518.12
-1974.73 -2005.71 -1541.29
-1781.38 -1940.26 -1436.55
-1969.45 -1966.99 -1529.12
-1936.89 -2025.02 -1539.33
-1965.43 -2016.09 -1540.18
-1942.91 -2053.24 -1547.23
-1942.35 -2032.02 -1542.75
-1855.54 -1871.25 -1613.29
-1855.54 -1871.25 -1613.29
-1915.65 -2002.71 -1524.24
-1872.97 -1891.27 -1614.74
-1872.97 -1891.27 -1614.74
-1964.07 -1992.91 -1537.06
-1949.72 -1984.44 -1529.93
-1942.07 -1879.66 -1526.01
-1976.87 -1904.06 -1547.85
-1917.57 -2005.59 -1526.49
-1947.21 -1908.08 -1521.04
-1989.73 -1977.76 -1550.42
