-2054.34 -1601.81 -1864.37 -1940.51 -1980.11 -1786.41
-1951.59 -1542.67 -1953.25 -1856.41 -1870.46 -1717.85
-2015.75 -1597.51 -1822.50 -1910.23 -2039.91 -1763.81
-2007.07 -1591.23 -1815.64 -1904.51 -2029.90 -1759.57
-2066.93 -1613.62 -1861.84 -1959.16 -1991.15 -1796.27
-2001.48 -1611.18 -1809.95 -1959.38 -1924.17 -1747.87
-1979.75 -1575.68 -1789.05 -1881.77 -2012.20 -1736.91
-1933.66 -1679.89 -1751.55 -1844.16 -1909.94 -1703.22
-2001.72 -1586.76 -1816.51 -1968.69 -1924.11 -1742.89
-1996.50 -1584.83 -1810.55 -1957.92 -1922.71 -1740.63
-2019.09 -1597.16 -1831.04 -1913.05 -2037.73 -1759.36
-1961.08 -1549.70 -1957.28 -1863.48 -1879.59 -1728.35
-1884.88 -1669.00 -1723.14 -1856.82 -1801.42 -1679.60
-1884.88 -1669.00 -1723.14 -1856.82 -1801.42 -1679.60
-1884.88 -1669.00 -1723.14 -1856.82 -1801.42 -1679.60
-1930.31 -1544.96 -1775.45 -1833.97 -1845.70 -1873.91
-1930.31 -1544.96 -1775.45 -1833.97 -1845.70 -1873.91
-1991.42 -1567.56 -1807.17 -1890.78 -1899.22 -1719.52
-1269.19 -1000.93 -1132.60 -1183.31 -1215.75 -1071.01
-1286.30 -1012.14 -1170.65 -1196.20 -1225.54 -1093.11
-1304.67 -1026.37 -1164.20 -1218.13 -1254.54 -1105.94
-1926.17 -1528.77 -1946.34 -1836.42 -1847.15 -1700.30
-1938.09 -1541.12 -1945.00 -1843.40 -1857.24 -1714.02
-1967.86 -1575.30 -1783.42 -1952.71 -1897.05 -1711.23
-2011.63 -1595.26 -1819.29 -1906.77 -2039.43 -1756.07
-1944.00 -1544.32 -1946.16 -1851.66 -1867.74 -1717.34
-1920.10 -1678.29 -1743.81 -1829.61 -1895.92 -1714.07
-1920.10 -1678.29 -1743.81 -1829.61 -1895.92 -1714.07
-1920.10 -1678.29 -1743.81 -1829.61 -1895.92 -1714.07
-1932.05 -1534.18 -1952.44 -1848.51 -1853.71 -1708.78
-1932.31 -1533.70 -1952.76 -1839.51 -1850.56 -1710.97
-1974.30 -1587.54 -1796.06 -1968.94 -1902.72 -1740.74
-2012.18 -1595.18 -1826.03 -1908.30 -2036.66 -1757.37
-2009.68 -1592.98 -1815.95 -1903.19 -2036.19 -1753.72
-1147.67 -934.03 -1049.20 -1080.76 -1096.98 -1110.42
-1976.39 -1580.35 -1789.87 -1959.32 -1904.01 -1718.37
-1976.39 -1580.35 -1789.87 -1959.32 -1904.01 -1718.37
-1273.59 -1002.78 -1147.17 -1188.63 -1221.24 -1093.26
-2041.53 -1592.47 -1882.83 -1921.07 -1950.88 -1774.57
-2011.42 -1593.52 -1819.02 -1908.13 -2033.59 -1762.82
-1979.88 -1586.66 -1800.09 -1960.68 -1906.94 -1732.19
-1913.72 -1675.04 -1747.67 -1874.40 -1826.38 -1703.93
-1913.72 -1675.04 -1747.67 -1874.40 -1826.38 -1703.93
-2031.72 -1586.51 -1873.45 -1917.32 -1940.95 -1773.45
-2004.09 -1591.08 -1811.92 -1970.78 -1927.79 -1749.87
-1940.71 -1542.38 -1943.86 -1848.68 -1864.41 -1714.30
-1919.74 -1519.62 -1947.45 -1820.60 -1836.21 -1706.22
-1713.18 -1429.51 -1601.35 -1658.30 -1645.76 -1975.65
-1674.56 -1410.49 -1569.98 -1625.50 -1616.59 -1950.26
-1681.01 -1416.80 -1584.50 -1634.68 -1623.43 -1955.45
-1681.98 -1414.00 -1577.00 -1632.98 -1623.12 -1963.23
-1837.74 -1490.82 -1712.10 -1763.89 -1758.87 -1945.94
-1704.30 -1427.57 -1595.30 -1651.89 -1644.98 -1975.56
-1968.22 -1563.23 -1776.44 -1863.82 -1988.81 -1709.54
