-1778.64 -1731.76 -2002.22 -1867.36 -1905.38 -1683.39
-1765.43 -1719.31 -2016.59 -1833.80 -1870.02 -1677.04
-1784.06 -1737.36 -2032.83 -1859.26 -1895.04 -1697.18
-1786.35 -1738.62 -2011.02 -1879.08 -1910.07 -1694.16
-1830.65 -1821.41 -1942.04 -2002.86 -1966.69 -1763.36
-1885.66 -1780.02 -1951.39 -1915.84 -1967.06 -1723.38
-1892.74 -1789.29 -1959.03 -1928.43 -1976.19 -1727.50
-1753.11 -1730.79 -1832.99 -2033.36 -1856.51 -1687.32
-1763.72 -1722.59 -1948.80 -1833.23 -1872.36 -1670.74
-1765.85 -1720.91 -2026.53 -1838.93 -1878.52 -1676.70
-1779.87 -1730.26 -2031.36 -1848.28 -1887.81 -1689.35
-1783.02 -1735.53 -2032.43 -1853.23 -1891.02 -1696.69
-1789.64 -1741.82 -2043.66 -1866.06 -1901.24 -1701.06
-1792.93 -1773.75 -1884.78 -2049.22 -1907.85 -1716.33
-1789.68 -1732.66 -1879.06 -1857.08 -2021.53 -1692.29
-1860.80 -1830.56 -1981.92 -1982.00 -1996.18 -1752.06
-1860.80 -1830.56 -1981.92 -1982.00 -1996.18 -1752.06
-1860.80 -1830.56 -1981.92 -1982.00 -1996.18 -1752.06
-1754.34 -1703.89 -1852.45 -1819.85 -2007.78 -1667.54
-1768.51 -1752.86 -1870.05 -2021.43 -1890.03 -1688.23
-1830.37 -1844.08 -1938.32 -1958.08 -1955.30 -1742.16
-1769.31 -1718.76 -1973.73 -1841.95 -1882.91 -1672.56
-1749.79 -1729.22 -1836.77 -2011.07 -1848.25 -1684.48
-1755.69 -1705.04 -1959.17 -1822.76 -1865.38 -1666.06
-1771.87 -1730.08 -2033.60 -1855.46 -1894.40 -1693.12
-1855.48 -1759.68 -1906.59 -1885.84 -1923.97 -1706.33
-1766.42 -1716.05 -1970.05 -1837.77 -1879.05 -1676.77
-1763.58 -1713.41 -1967.35 -1836.34 -1875.34 -1674.78
-1711.52 -1692.80 -1796.51 -2006.59 -1821.39 -1640.03
-1730.04 -1720.82 -1824.19 -2022.85 -1845.06 -1659.74
-1715.92 -1703.16 -1799.98 -2002.73 -1823.45 -1660.59
-1607.69 -1600.92 -1679.27 -1895.54 -1699.28 -1576.15
-1705.90 -1687.50 -1789.99 -2003.63 -1814.03 -1637.30
-1753.65 -1733.45 -1836.72 -2044.10 -1866.75 -1682.06
-1841.22 -1838.99 -1951.85 -1976.99 -1968.07 -1741.97
-1857.71 -1761.77 -1907.34 -1889.87 -1930.46 -1702.38
-1808.14 -1753.10 -1909.91 -1892.53 -2037.64 -1700.14
-1880.91 -1830.97 -2003.30 -1977.21 -2017.58 -1751.17
-1880.91 -1830.97 -2003.30 -1977.21 -2017.58 -1751.17
-1880.87 -1830.91 -2003.28 -1977.20 -2017.56 -1755.74
-1880.87 -1830.91 -2003.28 -1977.20 -2017.56 -1755.74
-1880.91 -1830.97 -2003.30 -1977.21 -2017.58 -1751.17
-1775.57 -1729.41 -2028.70 -1846.14 -1890.52 -1694.19
-1808.62 -1759.79 -2025.45 -1895.66 -1928.45 -1714.84
-1814.59 -1799.70 -1913.32 -1990.86 -1938.82 -1750.83
-1771.91 -1730.13 -2033.61 -1855.47 -1894.41 -1688.89
-1837.27 -1848.40 -1951.70 -1967.79 -1965.90 -1736.77
-1833.71 -1846.40 -1943.23 -1961.62 -1960.05 -1744.42
-1813.22 -1748.10 -1909.26 -1892.71 -2030.00 -1700.61
