-1835.87 -1945.17 -1890.71 -1807.70
-1844.72 -1955.57 -1897.64 -1816.30
-1868.82 -1951.06 -1846.08 -1812.82
-1868.82 -1951.06 -1846.08 -1812.83
-1872.42 -1977.81 -1866.51 -1829.71
-1785.71 -1888.07 -1796.35 -1936.76
-1776.82 -1974.93 -1784.87 -1759.85
-1802.66 -1994.45 -1809.61 -1788.25
-1825.98 -2031.02 -1837.63 -1811.11
-1820.87 -2019.72 -1828.66 -1806.40
-1778.75 -1991.32 -1783.82 -1751.74
-1724.70 -1933.69 -1731.88 -1694.13
-1771.34 -1867.88 -1860.74 -1746.30
-1771.35 -1868.51 -1860.76 -1743.88
-1769.22 -1882.07 -1778.27 -1915.60
-1762.58 -1859.86 -1773.41 -1939.73
-1751.05 -1843.67 -1762.82 -1930.88
-1875.90 -1982.97 -1870.42 -1835.22
-1874.43 -1979.06 -1868.71 -1831.90
-1851.91 -1967.50 -1901.89 -1827.04
-1752.32 -1843.91 -1762.57 -1926.00
-1841.80 -1951.52 -1895.24 -1813.08
-1813.57 -2024.73 -1821.14 -1795.39
-1759.83 -1969.39 -1763.47 -1739.08
-1810.45 -2016.15 -1818.70 -1799.85
-1757.78 -1853.53 -1768.41 -1934.73
-1760.08 -1857.96 -1770.82 -1938.16
-1816.00 -1846.20 -1754.51 -1717.42
-1815.10 -1844.11 -1753.58 -1716.46
-1758.71 -1856.19 -1768.99 -1934.17
-1844.67 -1955.55 -1897.59 -1816.26
-1877.74 -1987.33 -1873.87 -1838.86
-1871.91 -1974.44 -1865.34 -1828.34
-1844.72 -1955.57 -1897.64 -1816.30
-1758.65 -1856.16 -1768.93 -1934.11
-1837.67 -1951.52 -1893.68 -1808.29
-1851.96 -1967.53 -1901.94 -1827.09
-1750.77 -1845.77 -1760.35 -1928.08
-1872.50 -1988.74 -1876.00 -1838.86
-1774.71 -1885.27 -1782.94 -1906.82
-1852.46 -1968.72 -1899.79 -1828.45
-1768.00 -1883.97 -1773.96 -1908.50
-1818.25 -2014.18 -1822.27 -1802.01
-1867.52 -1977.49 -1868.18 -1830.57
-1867.25 -1978.15 -1870.48 -1835.25
-1866.12 -1979.06 -1872.51 -1829.73
-1768.70 -1876.94 -1774.42 -1914.27
-1818.04 -2028.13 -1830.87 -1798.85
-1776.86 -1893.96 -1785.72 -1919.82
-1867.00 -1977.07 -1868.91 -1830.52
-1792.17 -1816.01 -1727.44 -1693.60
-1868.77 -1951.04 -1846.04 -1812.78
-1747.40 -1833.78 -1827.81 -1723.37
-1753.70 -1956.71 -1762.17 -1738.34
-1850.24 -1966.80 -1902.38 -1825.95
-1847.65 -1963.11 -1899.79 -1823.08
-1850.29 -1966.82 -1902.43 -1825.99
-1872.41 -1977.81 -1866.51 -1829.71
-1775.82 -1884.40 -1781.98 -1921.11
-1817.38 -2022.85 -1824.65 -1796.28
-1774.09 -1871.74 -1862.95 -1746.92
-1750.52 -1965.30 -1753.57 -1715.55
-1847.85 -1969.98 -1899.93 -1823.30
-1775.85 -1971.34 -1781.75 -1756.51
-1759.56 -1858.02 -1770.28 -1936.93
-1828.90 -1997.24 -1837.33 -1810.33
-1812.60 -1953.92 -1864.25 -1793.23
-1819.08 -2030.20 -1828.39 -1801.77
-1793.41 -2000.78 -1798.26 -1773.71
-1873.84 -1979.97 -1868.36 -1833.00
-1821.12 -2028.79 -1830.53 -1801.50
-1820.86 -2025.87 -1831.09 -1804.74
-1830.09 -1942.09 -1897.75 -1806.62
-1770.53 -1870.92 -1781.29 -1938.68
-1770.59 -1870.95 -1781.34 -1938.73
-1833.35 -1945.44 -1899.72 -1810.22
-1768.10 -1867.45 -1778.75 -1937.14
-1768.10 -1867.46 -1778.75 -1937.14
