-1846.91 -1840.12 -1914.74 -1704.81 -1955.46
-1850.59 -1845.59 -1920.77 -1709.38 -1962.22
-1851.77 -1860.19 -1937.66 -1720.76 -1979.82
-1791.50 -1817.15 -1897.99 -1709.80 -2036.95
-1791.59 -1884.96 -1957.10 -1681.87 -1927.38
-1740.13 -1763.79 -1845.20 -1662.82 -1990.42
-1751.91 -1777.67 -1842.23 -1672.36 -2025.64
-1771.11 -1800.96 -1867.81 -1692.01 -2045.91
-1691.97 -1969.33 -1827.10 -1600.03 -1805.83
-1831.67 -1832.33 -1912.03 -1702.06 -1944.59
-1783.44 -1797.64 -1877.38 -1762.57 -1944.50
-1777.92 -1797.14 -1870.91 -1759.95 -1939.95
-1726.81 -1956.38 -1874.83 -1626.54 -1843.73
-1851.22 -1815.51 -1891.52 -1688.33 -1925.86
-1733.34 -1963.88 -1878.95 -1637.78 -1856.62
-1789.52 -1817.06 -1897.07 -1704.47 -2051.20
-1798.54 -1894.48 -1963.43 -1688.68 -1938.13
-1783.21 -1875.97 -1949.63 -1674.58 -1915.59
-1684.08 -1885.04 -1809.35 -1599.68 -1842.38
-1764.20 -1799.01 -1868.81 -1683.22 -2019.75
-1780.54 -1872.58 -1946.72 -1672.23 -1911.45
-1678.52 -1952.00 -1812.14 -1592.35 -1795.32
-1720.98 -1961.73 -1863.25 -1625.57 -1843.08
-1789.18 -1814.07 -1897.51 -1703.90 -2031.82
-1735.72 -1965.65 -1878.90 -1639.97 -1861.23
-1768.94 -1800.70 -1873.54 -1689.72 -2021.64
-1704.10 -1945.49 -1845.07 -1612.85 -1824.22
-1830.91 -1862.44 -1950.18 -1716.14 -1977.39
-1790.35 -1868.57 -1970.51 -1679.01 -1930.00
-1792.79 -1871.24 -1968.52 -1681.11 -1929.69
-1786.46 -1863.88 -1961.45 -1675.54 -1920.95
-1786.47 -1863.54 -1968.33 -1680.68 -1930.08
-1797.30 -1824.19 -1902.83 -1709.34 -2050.66
-1776.74 -1852.19 -1959.20 -1672.12 -1927.96
-1772.85 -1787.39 -1866.30 -1753.97 -1932.69
-1772.85 -1787.39 -1866.30 -1753.97 -1932.69
-1781.00 -1794.56 -1874.36 -1761.50 -1944.05
-1848.90 -1845.89 -1925.29 -1715.07 -1966.06
-1853.38 -1817.49 -1895.16 -1690.87 -1930.01
-1807.53 -1899.98 -1964.28 -1696.51 -1951.11
-1854.69 -1821.17 -1897.79 -1693.42 -1934.19
-1820.87 -1847.61 -1925.49 -1742.02 -1999.07
-1820.87 -1847.61 -1925.49 -1742.02 -1999.07
-1820.87 -1847.61 -1925.49 -1742.02 -1999.07
-1852.78 -1817.79 -1895.62 -1691.04 -1931.16
-1845.55 -1807.75 -1884.31 -1683.06 -1918.05
-1733.59 -1965.19 -1879.65 -1633.09 -1852.05
-1841.65 -1842.20 -1921.97 -1712.99 -1963.34
-1816.36 -1840.09 -1915.93 -1741.44 -1988.64
-1816.36 -1840.09 -1915.93 -1741.44 -1988.64
-1816.36 -1840.09 -1915.93 -1741.44 -1988.64
-1842.04 -1846.60 -1927.50 -1712.35 -1970.29
-1736.98 -1969.74 -1879.41 -1640.96 -1864.85
-1773.03 -1790.73 -1868.54 -1682.85 -2014.26
-1762.97 -1789.52 -1857.04 -1682.78 -2042.19
-1679.45 -1958.28 -1808.86 -1587.00 -1786.10
-1789.13 -1881.26 -1953.07 -1679.62 -1924.79
-1750.91 -1775.13 -1846.56 -1672.20 -2029.11
-1770.68 -1852.27 -1951.51 -1668.03 -1914.66
-1791.39 -1869.77 -1973.06 -1680.90 -1938.92
-1728.61 -1756.56 -1837.75 -1663.11 -1988.21
-1731.85 -1952.59 -1876.02 -1637.60 -1859.14
-1806.17 -1886.15 -1975.48 -1692.89 -1947.77
-1797.78 -1825.23 -1904.58 -1709.74 -2051.24
-1777.92 -1797.13 -1870.90 -1759.98 -1939.92
-1789.64 -1867.65 -1969.70 -1679.36 -1928.44
-1681.62 -1956.90 -1814.35 -1592.13 -1791.28
-1686.60 -1964.34 -1820.92 -1595.37 -1800.81
-1813.73 -1870.87 -1958.23 -1702.96 -1965.32
-1705.12 -1942.05 -1841.04 -1608.93 -1824.85
-1724.23 -1938.14 -1861.36 -1626.76 -1838.44
-1735.19 -1978.25 -1880.42 -1638.03 -1860.60
-1787.93 -1861.42 -1937.61 -1681.25 -1924.09
-1764.77 -1796.52 -1868.45 -1683.77 -2019.89
-1672.38 -1917.75 -1808.50 -1584.16 -1788.94
-1745.23 -1966.69 -1890.69 -1648.26 -1871.08
-1768.37 -1886.92 -1922.68 -1665.84 -1909.10
-1775.42 -1863.79 -1933.25 -1677.44 -1919.61
-1848.93 -1845.89 -1925.30 -1715.10 -1966.06
-1739.73 -1934.00 -1882.13 -1647.33 -1862.94
-1742.41 -1936.98 -1885.46 -1649.68 -1867.08
-1728.79 -1923.16 -1871.26 -1642.67 -1855.81
-1711.72 -1957.68 -1852.54 -1617.27 -1833.78
-1725.57 -1954.56 -1865.17 -1631.02 -1846.33
-1662.61 -1941.24 -1795.23 -1576.84 -1764.59
-1689.05 -1967.03 -1823.93 -1597.49 -1801.28
-1665.26 -1944.22 -1798.14 -1579.16 -1768.52
